dataset/1/big/1_59.jpg,1
dataset/1/big/1_65.jpg,1
dataset/1/big/1_67.jpg,1
dataset/1/big/1_66.jpg,1
dataset/1/big/1_49.jpg,1
dataset/1/big/1_60.jpg,1
dataset/1/big/1_112.jpg,1
dataset/1/big/1_113.jpg,1
dataset/1/big/1_111.jpg,1
dataset/1/big/1_16.jpg,1
dataset/1/big/1_110.jpg,1
dataset/1/big/1_109.jpg,1
dataset/1/big/1_108.jpg,1
dataset/1/big/1_45.jpg,1
dataset/1/big/1_50.jpg,1
dataset/1/big/1_46.jpg,1
dataset/1/big/1_53.jpg,1
dataset/1/big/1_43.jpg,1
dataset/1/big/1_42.jpg,1
dataset/1/big/1_68.jpg,1
dataset/1/big/1_54.jpg,1
dataset/1/big/1_55.jpg,1
dataset/2/big/2_57.jpg,2
dataset/2/big/2_63.jpg,2
dataset/2/big/2_62.jpg,2
dataset/2/big/2_60.jpg,2
dataset/2/big/2_61.jpg,2
dataset/2/big/2_59.jpg,2
dataset/2/big/2_58.jpg,2
dataset/2/big/2_64.jpg,2
dataset/4/big/4_82.jpg,4
dataset/4/big/4_69.jpg,4
dataset/4/big/4_84.jpg,4
dataset/4/big/4_93.jpg,4
dataset/4/big/4_17.jpg,4
dataset/4/big/4_11.jpg,4
dataset/4/big/4_12.jpg,4
dataset/4/big/4_74.jpg,4
dataset/4/big/4_6.jpg,4
dataset/4/big/4_77.jpg,4
dataset/4/big/4_67.jpg,4
dataset/4/big/4_58.jpg,4
dataset/6/big/6_33.jpg,6
dataset/6/big/6_30.jpg,6
dataset/6/big/6_34.jpg,6
dataset/6/big/6_35.jpg,6
dataset/6/big/6_37.jpg,6
dataset/6/big/6_36.jpg,6
dataset/7/big/7_13.jpg,7
dataset/7/big/7_0.jpg,7
dataset/7/big/7_18.jpg,7
